refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R290,-10,35,7,5,2.4177,0.4325,122.6232,296.4678,3.527,54.564,5.1512,-0.1724,10.0488,69.5916,0
R290,-10,35,7,7,2.4627,0.4399,122.6232,301.9849,3.527,54.564,5.0452,-0.1724,9.2419,68.6787,0
R290,-10,35,10,3,2.3771,0.4258,124.4827,295.9127,3.527,54.8913,6.042,-0.3501,10.8993,71.4825,0
R290,-10,35,10,5,2.4219,0.4332,124.4827,301.4817,3.527,54.8913,5.9711,-0.3501,10.0488,70.5611,0
R290,-10,35,10,7,2.4662,0.4405,124.4827,306.9987,3.527,54.8913,5.8652,-0.3501,9.2419,69.6483,0
R290,-10,40,3,3,2.0547,0.4196,131.4721,270.1407,3.966,58.1235,4.695,-0.0319,13.5183,76.3049,0
R290,-10,40,3,5,2.0981,0.4275,131.4721,275.8377,3.966,58.1235,4.6248,-0.0319,12.5578,75.2743,0
R290,-10,40,3,7,2.141,0.4352,131.4721,281.4763,3.966,58.1235,4.52,-0.0319,11.6426,74.2543,0
R290,-10,40,5,3,2.0582,0.4202,132.8652,273.4645,3.966,58.3886,5.2114,-0.0883,13.5183,77.03,0
R290,-10,40,5,5,2.1011,0.428,132.8652,279.1616,3.966,58.3886,5.1412,-0.0883,12.5578,75.9994,0
R290,-10,40,5,7,2.1435,0.4357,132.8652,284.8001,3.966,58.3886,5.0364,-0.0883,11.6426,74.9793,0
R290,-10,40,7,3,2.0618,0.4209,134.2474,276.7964,3.966,58.6454,5.7519,-0.1724,13.5183,77.7432,0
R290,-10,40,7,5,2.1043,0.4286,134.2474,282.4934,3.966,58.6454,5.6818,-0.1724,12.5578,76.7126,0
R290,-10,40,7,7,2.1463,0.4362,134.2474,288.132,3.966,58.6454,5.5769,-0.1724,11.6426,75.6926,0
R290,-10,40,10,3,2.0676,0.4219,136.3014,281.8102,3.966,59.0161,6.6075,-0.3501,13.5183,78.7918,0
R290,-10,40,10,5,2.1093,0.4295,136.3014,287.5073,3.966,59.0161,6.5373,-0.3501,12.5578,77.7612,0
R290,-10,40,10,7,2.1507,0.437,136.3014,293.1458,3.966,59.0161,6.4325,-0.3501,11.6426,76.7412,0
R290,-10,45,3,3,1.7952,0.4145,142.4544,255.7321,4.444,61.8566,5.1464,-0.0319,16.4385,83.4096,0
R290,-10,45,3,5,1.8362,0.4225,142.4544,261.5724,4.444,61.8566,5.0768,-0.0319,15.3642,82.2657,0
R290,-10,45,3,7,1.8767,0.4305,142.4544,267.3458,4.444,61.8566,4.9728,-0.0319,14.3374,81.1349,0
R290,-10,45,5,3,1.7993,0.4153,143.9798,259.056,4.444,62.1536,5.6842,-0.0883,16.4385,84.1881,0
R290,-10,45,5,5,1.8398,0.4232,143.9798,264.8963,4.444,62.1536,5.6145,-0.0883,15.3642,83.0442,0
R290,-10,45,5,7,1.8799,0.4311,143.9798,270.6697,4.444,62.1536,5.5105,-0.0883,14.3374,81.9133,0
R290,-10,45,7,3,1.8034,0.4161,145.4928,262.3878,4.444,62.4415,6.2458,-0.1724,16.4385,84.9534,0
R290,-10,45,7,5,1.8436,0.424,145.4928,268.2281,4.444,62.4415,6.1761,-0.1724,15.3642,83.8095,0
R290,-10,45,7,7,1.8833,0.4317,145.4928,274.0016,4.444,62.4415,6.0721,-0.1724,14.3374,82.6786,0
R290,-10,45,10,3,1.8099,0.4174,147.7405,267.4017,4.444,62.857,7.1324,-0.3501,16.4385,86.0778,0
R290,-10,45,10,5,1.8495,0.4251,147.7405,273.2419,4.444,62.857,7.0627,-0.3501,15.3642,84.9339,0
R290,-10,45,10,7,1.8886,0.4328,147.7405,279.0154,4.444,62.857,6.9587,-0.3501,14.3374,83.803,0
R290,-10,50,3,3,1.5744,0.4086,153.065,240.9882,4.962,65.3215,5.5676,-0.0319,19.6701,90.5273,0
R290,-10,50,3,5,1.6136,0.4168,153.065,246.9906,4.962,65.3215,5.4982,-0.0319,18.4768,89.2646,0
R290,-10,50,3,7,1.6523,0.425,153.065,252.9155,4.962,65.3215,5.3948,-0.0319,17.3338,88.0182,0
R290,-10,50,5,3,1.579,0.4095,154.7226,244.312,4.962,65.6516,6.1239,-0.0883,19.6701,91.3574,0
R290,-10,50,5,5,1.6178,0.4177,154.7226,250.3145,4.962,65.6516,6.0546,-0.0883,18.4768,90.0947,0
R290,-10,50,5,7,1.6561,0.4258,154.7226,256.2393,4.962,65.6516,5.9512,-0.0883,17.3338,88.8483,0
R290,-10,50,7,3,1.5837,0.4105,156.3663,247.6439,4.962,65.9715,6.7038,-0.1724,19.6701,92.173,0
R290,-10,50,7,5,1.6221,0.4186,156.3663,253.6463,4.962,65.9715,6.6344,-0.1724,18.4768,90.9103,0
R290,-10,50,7,7,1.66,0.4266,156.3663,259.5712,4.962,65.9715,6.531,-0.1724,17.3338,89.6639,0
R290,-10,50,10,3,1.591,0.4121,158.8073,252.6577,4.962,66.4332,7.6172,-0.3501,19.6701,93.3705,0
R290,-10,50,10,5,1.6288,0.42,158.8073,258.6602,4.962,66.4332,7.5478,-0.3501,18.4768,92.1078,0
R290,-10,50,10,7,1.6661,0.4279,158.8073,264.585,4.962,66.4332,7.4444,-0.3501,17.3338,90.8614,0
R290,-10,55,3,3,1.3831,0.4018,163.3108,225.8729,5.524,68.5352,5.9595,-0.0319,23.2262,97.689,0
R290,-10,55,3,5,1.421,0.4103,163.3108,232.0619,5.524,68.5352,5.8901,-0.0319,21.9066,96.3,0
R290,-10,55,3,7,1.4583,0.4187,163.3108,238.1589,5.524,68.5352,5.7869,-0.0319,20.6414,94.9317,0
R290,-10,55,5,3,1.3882,0.403,165.1007,229.1967,5.524,68.8995,6.5319,-0.0883,23.2262,98.5693,0
R290,-10,55,5,5,1.4257,0.4114,165.1007,235.3857,5.524,68.8995,6.4626,-0.0883,21.9066,97.1804,0
R290,-10,55,5,7,1.4626,0.4197,165.1007,241.4828,5.524,68.8995,6.3594,-0.0883,20.6414,95.812,0
R290,-10,55,7,3,1.3934,0.4041,166.8752,232.5286,5.524,69.2524,7.1276,-0.1724,23.2262,99.4338,0
R290,-10,55,7,5,1.4305,0.4125,166.8752,238.7176,5.524,69.2524,7.0583,-0.1724,21.9066,98.0449,0
R290,-10,55,7,7,1.4671,0.4207,166.8752,244.8146,5.524,69.2524,6.9551,-0.1724,20.6414,96.6765,0
R290,-10,55,10,3,1.4014,0.4059,169.5096,237.5424,5.524,69.7619,8.0642,-0.3501,23.2262,100.7022,0
R290,-10,55,10,5,1.4379,0.4141,169.5096,243.7314,5.524,69.7619,7.9948,-0.3501,21.9066,99.3132,0
R290,-10,55,10,7,1.4738,0.4222,169.5096,249.8285,5.524,69.7619,7.8917,-0.3501,20.6414,97.9449,0
R290,-5,30,3,3,3.2712,0.4364,92.883,303.8351,2.657,43.0346,2.7805,-0.0315,6.5637,52.3474,0
R290,-5,30,3,5,3.3299,0.444,92.883,309.2882,2.657,43.0346,2.7088,-0.0315,5.9354,51.6474,0
R290,-5,30,3,7,3.3881,0.4514,92.883,314.6948,2.657,43.0346,2.6014,-0.0315,5.3487,50.9533,0
R290,-5,30,5,3,3.2731,0.4367,93.8666,307.2377,2.657,43.2185,3.1828,-0.087,6.5637,52.878,0
R290,-5,30,5,5,3.3312,0.4441,93.8666,312.6908,2.657,43.2185,3.1111,-0.087,5.9354,52.1779,0
R290,-5,30,5,7,3.3888,0.4515,93.8666,318.0973,2.657,43.2185,3.0037,-0.087,5.3487,51.4839,0
R290,-5,30,7,3,3.2754,0.437,94.8424,310.6471,2.657,43.3964,3.6099,-0.17,6.5637,53.4,0
R290,-5,30,7,5,3.3329,0.4443,94.8424,316.1002,2.657,43.3964,3.5382,-0.17,5.9354,52.7,0
R290,-5,30,7,7,3.3899,0.4517,94.8424,321.5067,2.657,43.3964,3.4308,-0.17,5.3487,52.006,0
R290,-5,30,10,3,3.2793,0.4375,96.2925,315.7752,2.657,43.6527,4.2965,-0.3451,6.5637,54.1678,0
R290,-5,30,10,5,3.336,0.4447,96.2925,321.2283,2.657,43.6527,4.2248,-0.3451,5.9354,53.4678,0
R290,-5,30,10,7,3.3921,0.4519,96.2925,326.6349,2.657,43.6527,4.1175,-0.3451,5.3487,52.7738,0
R290,-5,35,3,3,2.7737,0.4328,104.5589,290.0142,2.999,47.494,3.2482,-0.0315,8.5974,59.3082,0
R290,-5,35,3,5,2.827,0.4405,104.5589,295.5832,2.999,47.494,3.1774,-0.0315,7.8645,58.5044,0
R290,-5,35,3,7,2.8797,0.4481,104.5589,301.1002,2.999,47.494,3.0714,-0.0315,7.1742,57.7082,0
R290,-5,35,5,3,2.7765,0.4332,105.6768,293.4168,2.999,47.7083,3.6801,-0.087,8.5974,59.8987,0
R290,-5,35,5,5,2.8292,0.4408,105.6768,298.9857,2.999,47.7083,3.6092,-0.087,7.8645,59.095,0
R290,-5,35,5,7,2.8815,0.4483,105.6768,304.5028,2.999,47.7083,3.5032,-0.087,7.1742,58.2987,0
R290,-5,35,7,3,2.7796,0.4336,106.7856,296.8262,2.999,47.9157,4.1364,-0.17,8.5974,60.4795,0
R290,-5,35,7,5,2.8318,0.4412,106.7856,302.3951,2.999,47.9157,4.0655,-0.17,7.8645,59.6757,0
R290,-5,35,7,7,2.8835,0.4486,106.7856,307.9122,2.999,47.9157,3.9595,-0.17,7.1742,58.8794,0
R290,-5,35,10,3,2.7847,0.4344,108.4327,301.9543,2.999,48.2146,4.8661,-0.3451,8.5974,61.333,0
R290,-5,35,10,5,2.8361,0.4418,108.4327,307.5232,2.999,48.2146,4.7953,-0.3451,7.8645,60.5292,0
R290,-5,35,10,7,2.887,0.4491,108.4327,313.0403,2.999,48.2146,4.6893,-0.3451,7.1742,59.733,0
R290,-5,40,3,3,2.3816,0.4284,115.8513,275.9117,3.373,51.6332,3.6972,-0.0315,10.9184,66.2173,0
R290,-5,40,3,5,2.4308,0.4363,115.8513,281.6088,3.373,51.6332,3.627,-0.0315,10.0783,65.307,0
R290,-5,40,3,7,2.4794,0.4441,115.8513,287.2473,3.373,51.6332,3.5221,-0.0315,9.2823,64.4061,0
R290,-5,40,5,3,2.3852,0.429,117.1028,279.3143,3.373,51.8789,4.155,-0.087,10.9184,66.8653,0
R290,-5,40,5,5,2.4339,0.4368,117.1028,285.0113,3.373,51.8789,4.0848,-0.087,10.0783,65.955,0
R290,-5,40,5,7,2.482,0.4445,117.1028,290.6499,3.373,51.8789,3.98,-0.087,9.2823,65.0541,0
R290,-5,40,7,3,2.389,0.4296,118.3439,282.7237,3.373,52.1168,4.6369,-0.17,10.9184,67.5021,0
R290,-5,40,7,5,2.4371,0.4373,118.3439,288.4207,3.373,52.1168,4.5668,-0.17,10.0783,66.5919,0
R290,-5,40,7,7,2.4848,0.4449,118.3439,294.0593,3.373,52.1168,4.4619,-0.17,9.2823,65.691,0
R290,-5,40,10,3,2.395,0.4306,120.1869,287.8518,3.373,52.4597,5.4045,-0.3451,10.9184,68.4375,0
R290,-5,40,10,5,2.4424,0.4381,120.1869,293.5489,3.373,52.4597,5.3344,-0.3451,10.0783,67.5272,0
R290,-5,40,10,7,2.4894,0.4456,120.1869,299.1874,3.373,52.4597,5.2295,-0.3451,9.2823,66.6263,0
R290,-5,45,3,3,2.0629,0.4233,126.7658,261.5032,3.779,55.475,4.1238,-0.0315,13.5342,73.1015,0
R290,-5,45,3,5,2.109,0.4314,126.7658,267.3435,3.779,55.475,4.0541,-0.0315,12.5834,72.081,0
R290,-5,45,3,7,2.1545,0.4393,126.7658,273.1169,3.779,55.475,3.9501,-0.0315,11.6785,71.0721,0
R290,-5,45,5,3,2.0671,0.4241,128.1508,264.9058,3.779,55.7532,4.6044,-0.087,13.5342,73.8048,0
R290,-5,45,5,5,2.1127,0.432,128.1508,270.746,3.779,55.7532,4.5347,-0.087,12.5834,72.7843,0
R290,-5,45,5,7,2.1578,0.4399,128.1508,276.5195,3.779,55.7532,4.4308,-0.087,11.6785,71.7754,0
R290,-5,45,7,3,2.0716,0.4248,129.5236,268.3151,3.779,56.0226,5.1088,-0.17,13.5342,74.4956,0
R290,-5,45,7,5,2.1166,0.4327,129.5236,274.1554,3.779,56.0226,5.0392,-0.17,12.5834,73.4751,0
R290,-5,45,7,7,2.1612,0.4405,129.5236,279.9289,3.779,56.0226,4.9352,-0.17,11.6785,72.4663,0
R290,-5,45,10,3,2.0784,0.4261,131.5617,273.4433,3.779,56.4109,5.9096,-0.3451,13.5342,75.5095,0
R290,-5,45,10,5,2.1228,0.4338,131.5617,279.2835,3.779,56.4109,5.8399,-0.3451,12.5834,74.489,0
R290,-5,45,10,7,2.1667,0.4415,131.5617,285.057,3.779,56.4109,5.7359,-0.3451,11.6785,73.4801,0
R290,-5,50,3,3,1.7971,0.4175,137.3087,246.7592,4.22,59.0396,4.5265,-0.0315,16.4544,79.9891,0
R290,-5,50,3,5,1.8408,0.4257,137.3087,252.7617,4.22,59.0396,4.4571,-0.0315,15.3879,78.8532,0
R290,-5,50,3,7,1.884,0.4339,137.3087,258.6865,4.22,59.0396,4.3537,-0.0315,14.37,77.7319,0
R290,-5,50,5,3,1.802,0.4184,138.827,250.1618,4.22,59.3515,5.0271,-0.087,16.4544,80.7459,0
R290,-5,50,5,5,1.8452,0.4266,138.827,256.1642,4.22,59.3515,4.9577,-0.087,15.3879,79.61,0
R290,-5,50,5,7,1.8879,0.4346,138.827,262.0891,4.22,59.3515,4.8543,-0.087,14.37,78.4888,0
R290,-5,50,7,3,1.8069,0.4193,140.3315,253.5712,4.22,59.6534,5.5512,-0.17,16.4544,81.4889,0
R290,-5,50,7,5,1.8497,0.4274,140.3315,259.5736,4.22,59.6534,5.4818,-0.17,15.3879,80.353,0
R290,-5,50,7,7,1.8919,0.4354,140.3315,265.4985,4.22,59.6534,5.3784,-0.17,14.37,79.2318,0
R290,-5,50,10,3,1.8146,0.4208,142.5644,258.6993,4.22,60.0886,6.3808,-0.3451,16.4544,82.5786,0
R290,-5,50,10,5,1.8567,0.4287,142.5644,264.7017,4.22,60.0886,6.3114,-0.3451,15.3879,81.4426,0
R290,-5,50,10,7,1.8983,0.4366,142.5644,270.6266,4.22,60.0886,6.208,-0.3451,14.37,80.3214,0
R290,-5,55,3,3,1.5706,0.4107,147.4867,231.6439,4.697,62.3451,4.9054,-0.0315,19.6911,86.9102,0
R290,-5,55,3,5,1.6126,0.4193,147.4867,237.8329,4.697,62.3451,4.8361,-0.0315,18.5023,85.6519,0
R290,-5,55,3,7,1.6539,0.4277,147.4867,243.93,4.697,62.3451,4.7329,-0.0315,17.3659,84.4124,0
R290,-5,55,5,3,1.576,0.4118,149.1384,235.0465,4.697,62.6917,5.4234,-0.087,19.6911,87.7192,0
R290,-5,55,5,5,1.6175,0.4203,149.1384,241.2355,4.697,62.6917,5.3541,-0.087,18.5023,86.461,0
R290,-5,55,5,7,1.6584,0.4286,149.1384,247.3326,4.697,62.6917,5.2509,-0.087,17.3659,85.2214,0
R290,-5,55,7,3,1.5815,0.4129,150.7749,238.4559,4.697,63.0271,5.9646,-0.17,19.6911,88.5129,0
R290,-5,55,7,5,1.6226,0.4213,150.7749,244.6449,4.697,63.0271,5.8953,-0.17,18.5023,87.2547,0
R290,-5,55,7,7,1.663,0.4295,150.7749,250.7419,4.697,63.0271,5.7921,-0.17,17.3659,86.0151,0
R290,-5,55,10,3,1.5899,0.4147,153.2025,243.584,4.697,63.5108,6.8193,-0.3451,19.6911,89.6761,0
R290,-5,55,10,5,1.6303,0.4229,153.2025,249.773,4.697,63.5108,6.75,-0.3451,18.5023,88.4178,0
R290,-5,55,10,7,1.6701,0.431,153.2025,255.8701,4.697,63.5108,6.6468,-0.3451,17.3659,87.1783,0
R290,0,30,3,3,3.9676,0.4451,78.0125,309.5255,2.274,36.4433,2.0207,-0.0311,4.8585,43.2914,0
R290,0,30,3,5,4.0375,0.4526,78.0125,314.9787,2.274,36.4433,1.9489,-0.0311,4.3412,42.7024,0
R290,0,30,3,7,4.1068,0.4601,78.0125,320.3852,2.274,36.4433,1.8416,-0.0311,3.8645,42.1184,0
R290,0,30,5,3,3.9695,0.4453,78.855,313.0116,2.274,36.606,2.3649,-0.086,4.8585,43.7434,0
R290,0,30,5,5,4.0386,0.4527,78.855,318.4648,2.274,36.606,2.2932,-0.086,4.3412,43.1544,0
R290,0,30,5,7,4.1072,0.4601,78.855,323.8713,2.274,36.606,2.1859,-0.086,3.8645,42.5704,0
R290,0,30,7,3,3.9717,0.4455,79.6903,316.5032,2.274,36.7631,2.734,-0.1679,4.8585,44.1878,0
R290,0,30,7,5,4.0401,0.4529,79.6903,321.9563,2.274,36.7631,2.6623,-0.1679,4.3412,43.5988,0
R290,0,30,7,7,4.1079,0.4602,79.6903,327.3628,2.274,36.7631,2.555,-0.1679,3.8645,43.0148,0
R290,0,30,10,3,3.9757,0.4459,80.9306,321.752,2.274,36.9892,3.3337,-0.3407,4.8585,44.8407,0
R290,0,30,10,5,4.043,0.4532,80.9306,327.2051,2.274,36.9892,3.262,-0.3407,4.3412,44.2516,0
R290,0,30,10,7,4.1098,0.4604,80.9306,332.6117,2.274,36.9892,3.1546,-0.3407,3.8645,43.6676,0
R290,0,35,3,3,3.2993,0.4415,89.6277,295.7047,2.567,41.0351,2.4438,-0.0311,6.6109,50.0587,0
R290,0,35,3,5,3.3614,0.4492,89.6277,301.2736,2.567,41.0351,2.3729,-0.0311,5.9913,49.3683,0
R290,0,35,3,7,3.4229,0.4568,89.6277,306.7906,2.567,41.0351,2.2669,-0.0311,5.4133,48.6843,0
R290,0,35,5,3,3.3021,0.4418,90.6056,299.1908,2.567,41.2287,2.8192,-0.086,6.6109,50.5727,0
R290,0,35,5,5,3.3636,0.4495,90.6056,304.7597,2.567,41.2287,2.7483,-0.086,5.9913,49.8823,0
R290,0,35,5,7,3.4245,0.457,90.6056,310.2767,2.567,41.2287,2.6423,-0.086,5.4133,49.1983,0
R290,0,35,7,3,3.3053,0.4422,91.575,302.6823,2.567,41.4157,3.219,-0.1679,6.6109,51.0777,0
R290,0,35,7,5,3.3661,0.4498,91.575,308.2512,2.567,41.4157,3.1481,-0.1679,5.9913,50.3873,0
R290,0,35,7,7,3.4264,0.4572,91.575,313.7682,2.567,41.4157,3.0421,-0.1679,5.4133,49.7033,0
R290,0,35,10,3,3.3106,0.4429,93.0138,307.9311,2.567,41.6849,3.8641,-0.3407,6.6109,51.8191,0
R290,0,35,10,5,3.3705,0.4503,93.0138,313.5001,2.567,41.6849,3.7932,-0.3407,5.9913,51.1287,0
R290,0,35,10,7,3.4298,0.4577,93.0138,319.0171,2.567,41.6849,3.6872,-0.3407,5.4133,50.4447,0
R290,0,40,3,3,2.792,0.4372,100.8597,281.6022,2.886,45.2952,2.8571,-0.0311,8.6449,56.766,0
R290,0,40,3,5,2.8485,0.4451,100.8597,287.2992,2.886,45.2952,2.7869,-0.0311,7.9207,55.9717,0
R290,0,40,3,7,2.9044,0.4528,100.8597,292.9378,2.886,45.2952,2.682,-0.0311,7.2394,55.1855,0
R290,0,40,5,3,2.7957,0.4377,101.9724,285.0883,2.886,45.5207,3.2599,-0.086,8.6449,57.3394,0
R290,0,40,5,5,2.8516,0.4455,101.9724,290.7853,2.886,45.5207,3.1897,-0.086,7.9207,56.5451,0
R290,0,40,5,7,2.9069,0.4532,101.9724,296.4239,2.886,45.5207,3.0849,-0.086,7.2394,55.759,0
R290,0,40,7,3,2.7997,0.4382,103.0751,288.5798,2.886,45.7386,3.6868,-0.1679,8.6449,57.9025,0
R290,0,40,7,5,2.855,0.446,103.0751,294.2768,2.886,45.7386,3.6167,-0.1679,7.9207,57.1081,0
R290,0,40,7,7,2.9097,0.4536,103.0751,299.9154,2.886,45.7386,3.5118,-0.1679,7.2394,56.322,0
R290,0,40,10,3,2.8061,0.4391,104.7113,293.8286,2.886,46.0524,4.372,-0.3407,8.6449,58.7284,0
R290,0,40,10,5,2.8605,0.4467,104.7113,299.5257,2.886,46.0524,4.3018,-0.3407,7.9207,57.9341,0
R290,0,40,10,7,2.9143,0.4542,104.7113,305.1642,2.886,46.0524,4.1969,-0.3407,7.2394,57.148,0
R290,0,45,3,3,2.3918,0.4321,111.714,267.1936,3.234,49.2477,3.2556,-0.0311,10.9674,63.4397,0
R290,0,45,3,5,2.444,0.4402,111.714,273.0339,3.234,49.2477,3.1859,-0.0311,10.1354,62.538,0
R290,0,45,3,7,2.4957,0.4482,111.714,278.8074,3.234,49.2477,3.082,-0.0311,9.3481,61.6467,0
R290,0,45,5,3,2.3962,0.4328,112.9612,270.6797,3.234,49.5062,3.6827,-0.086,10.9674,64.0704,0
R290,0,45,5,5,2.4479,0.4408,112.9612,276.52,3.234,49.5062,3.613,-0.086,10.1354,63.1687,0
R290,0,45,5,7,2.499,0.4487,112.9612,282.2935,3.234,49.5062,3.509,-0.086,9.3481,62.2773,0
R290,0,45,7,3,2.4009,0.4335,114.1968,274.1712,3.234,49.7562,4.1335,-0.1679,10.9674,64.6892,0
R290,0,45,7,5,2.452,0.4414,114.1968,280.0115,3.234,49.7562,4.0638,-0.1679,10.1354,63.7876,0
R290,0,45,7,7,2.5026,0.4492,114.1968,285.785,3.234,49.7562,3.9598,-0.1679,9.3481,62.8962,0
R290,0,45,10,3,2.4082,0.4347,116.0297,279.4201,3.234,50.116,4.8538,-0.3407,10.9674,65.5965,0
R290,0,45,10,5,2.4585,0.4424,116.0297,285.2603,3.234,50.116,4.7841,-0.3407,10.1354,64.6948,0
R290,0,45,10,7,2.5083,0.4501,116.0297,291.0338,3.234,50.116,4.6802,-0.3407,9.3481,63.8034,0
R290,0,50,3,3,2.0659,0.4263,122.1966,252.4497,3.611,52.9141,3.6368,-0.0311,13.5875,70.1072,0
R290,0,50,3,5,2.1151,0.4346,122.1966,258.4521,3.611,52.9141,3.5674,-0.0311,12.6431,69.0935,0
R290,0,50,3,7,2.1635,0.4428,122.1966,264.377,3.611,52.9141,3.464,-0.0311,11.7459,68.0929,0
R290,0,50,5,3,2.071,0.4271,123.5784,255.9358,3.611,53.2068,4.0851,-0.086,13.5875,70.7934,0
R290,0,50,5,5,2.1196,0.4353,123.5784,261.9382,3.611,53.2068,4.0157,-0.086,12.6431,69.7797,0
R290,0,50,5,7,2.1676,0.4434,123.5784,267.8631,3.611,53.2068,3.9123,-0.086,11.7459,68.779,0
R290,0,50,7,3,2.0763,0.428,124.9468,259.4273,3.611,53.4897,4.557,-0.1679,13.5875,71.4663,0
R290,0,50,7,5,2.1243,0.4361,124.9468,265.4297,3.611,53.4897,4.4876,-0.1679,12.6431,70.4525,0
R290,0,50,7,7,2.1718,0.4441,124.9468,271.3546,3.611,53.4897,4.3842,-0.1679,11.7459,69.4519,0
R290,0,50,10,3,2.0845,0.4294,126.976,264.6761,3.611,53.8971,5.3082,-0.3407,13.5875,72.452,0
R290,0,50,10,5,2.1317,0.4374,126.976,270.6786,3.611,53.8971,5.2388,-0.3407,12.6431,71.4382,0
R290,0,50,10,7,2.1784,0.4453,126.976,276.6034,3.611,53.8971,5.1354,-0.3407,11.7459,70.4376,0
R290,0,55,3,3,1.7937,0.4196,132.3141,237.3344,4.02,56.3132,3.9996,-0.0311,16.5166,76.7982,0
R290,0,55,3,5,1.8405,0.4281,132.3141,243.5234,4.02,56.3132,3.9302,-0.0311,15.4537,75.666,0
R290,0,55,3,7,1.8866,0.4366,132.3141,249.6204,4.02,56.3132,3.8271,-0.0311,14.4414,74.5506,0
R290,0,55,5,3,1.7994,0.4206,133.8307,240.8205,4.02,56.6411,4.4667,-0.086,16.5166,77.5385,0
R290,0,55,5,5,1.8457,0.4291,133.8307,247.0095,4.02,56.6411,4.3973,-0.086,15.4537,76.4062,0
R290,0,55,5,7,1.8912,0.4374,133.8307,253.1065,4.02,56.6411,4.2942,-0.086,14.4414,75.2908,0
R290,0,55,7,3,1.8053,0.4217,135.3322,244.312,4.02,56.9582,4.9569,-0.1679,16.5166,78.2639,0
R290,0,55,7,5,1.851,0.4301,135.3322,250.501,4.02,56.9582,4.8876,-0.1679,15.4537,77.1316,0
R290,0,55,7,7,1.8961,0.4383,135.3322,256.598,4.02,56.9582,4.7844,-0.1679,14.4414,76.0162,0
R290,0,55,10,3,1.8142,0.4233,137.5578,249.5608,4.02,57.4148,5.7352,-0.3407,16.5166,79.3258,0
R290,0,55,10,5,1.8592,0.4316,137.5578,255.7498,4.02,57.4148,5.6658,-0.3407,15.4537,78.1935,0
R290,0,55,10,7,1.9035,0.4397,137.5578,261.8469,4.02,57.4148,5.5627,-0.3407,14.4414,77.0781,0
R290,5,30,3,3,4.9454,0.4537,63.7203,315.1237,1.958,29.9994,1.406,-0.0308,3.4387,34.8133,0
R290,5,30,3,5,5.031,0.4612,63.7203,320.5768,1.958,29.9994,1.3343,-0.0308,3.0284,34.3313,0
R290,5,30,3,7,5.1158,0.4687,63.7203,325.9834,1.958,29.9994,1.2269,-0.0308,2.6578,33.8534,0
R290,5,30,5,3,4.9469,0.4538,64.4234,318.6988,1.958,30.1396,1.6955,-0.0851,3.4387,35.1888,0
R290,5,30,5,5,5.0316,0.4613,64.4234,324.152,1.958,30.1396,1.6238,-0.0851,3.0284,34.7067,0
R290,5,30,5,7,5.1155,0.4687,64.4234,329.5585,1.958,30.1396,1.5165,-0.0851,2.6578,34.2288,0
R290,5,30,7,3,4.949,0.454,65.1199,322.2776,1.958,30.2749,2.0099,-0.1661,3.4387,35.5575,0
R290,5,30,7,5,5.0327,0.4614,65.1199,327.7308,1.958,30.2749,1.9382,-0.1661,3.0284,35.0754,0
R290,5,30,7,7,5.1158,0.4687,65.1199,333.1373,1.958,30.2749,1.8308,-0.1661,2.6578,34.5975,0
R290,5,30,10,3,4.953,0.4543,66.1533,327.6544,1.958,30.4692,2.5275,-0.3369,3.4387,36.0985,0
R290,5,30,10,5,5.0354,0.4616,66.1533,333.1076,1.958,30.4692,2.4557,-0.3369,3.0284,35.6164,0
R290,5,30,10,7,5.1171,0.4688,66.1533,338.5141,1.958,30.4692,2.3484,-0.3369,2.6578,35.1385,0
R290,5,35,3,3,4.0024,0.4501,75.2814,301.3028,2.21,34.7255,1.7813,-0.0308,4.9199,41.3959,0
R290,5,35,3,5,4.0763,0.4578,75.2814,306.8718,2.21,34.7255,1.7104,-0.0308,4.4096,40.8147,0
R290,5,35,3,7,4.1496,0.4655,75.2814,312.3888,2.21,34.7255,1.6044,-0.0308,3.9398,40.239,0
R290,5,35,5,3,4.0052,0.4504,76.1212,304.8779,2.21,34.8971,2.1034,-0.0851,4.9199,41.8353,0
R290,5,35,5,5,4.0783,0.458,76.1212,310.4469,2.21,34.8971,2.0326,-0.0851,4.4096,41.2542,0
R290,5,35,5,7,4.1508,0.4656,76.1212,315.9639,2.21,34.8971,1.9266,-0.0851,3.9398,40.6784,0
R290,5,35,7,3,4.0084,0.4507,76.953,308.4567,2.21,35.0627,2.4501,-0.1661,4.9199,42.2666,0
R290,5,35,7,5,4.0807,0.4583,76.953,314.0257,2.21,35.0627,2.3792,-0.1661,4.4096,41.6854,0
R290,5,35,7,7,4.1524,0.4658,76.953,319.5427,2.21,35.0627,2.2732,-0.1661,3.9398,41.1097,0
R290,5,35,10,3,4.0139,0.4513,78.1865,313.8335,2.21,35.3006,3.0154,-0.3369,4.9199,42.899,0
R290,5,35,10,5,4.0851,0.4588,78.1865,319.4025,2.21,35.3006,2.9445,-0.3369,4.4096,42.3178,0
R290,5,35,10,7,4.1557,0.4661,78.1865,324.9195,2.21,35.3006,2.8385,-0.3369,3.9398,41.7421,0
