refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R290,-25,35,5,5,1.594,0.4054,172.6655,275.2293,5.987,75.1365,8.9399,-0.0928,18.6907,102.6743,0
R290,-25,35,5,7,1.626,0.4128,172.6655,280.7463,5.987,75.1365,8.8339,-0.0928,17.506,101.3837,0
R290,-25,35,7,3,1.5644,0.3984,174.3658,272.7825,5.987,75.4174,9.7332,-0.1814,19.9227,104.8918,0
R290,-25,35,7,5,1.5964,0.4059,174.3658,278.3515,5.987,75.4174,9.6623,-0.1814,18.6907,103.589,0
R290,-25,35,7,7,1.628,0.4133,174.3658,283.8685,5.987,75.4174,9.5563,-0.1814,17.506,102.2983,0
R290,-25,35,10,3,1.5686,0.3994,176.8975,277.4861,5.987,75.8244,10.8624,-0.3685,19.9227,106.241,0
R290,-25,35,10,5,1.6001,0.4068,176.8975,283.055,5.987,75.8244,10.7916,-0.3685,18.6907,104.9382,0
R290,-25,35,10,7,1.6313,0.4141,176.8975,288.5721,5.987,75.8244,10.6856,-0.3685,17.506,103.6475,0
R290,-25,40,3,3,1.3827,0.3927,182.5728,252.4461,6.732,78.5278,8.8679,-0.0335,23.5074,110.8696,0
R290,-25,40,3,5,1.4139,0.4005,182.5728,258.1431,6.732,78.5278,8.7977,-0.0335,22.1568,109.4488,0
R290,-25,40,3,7,1.4448,0.4082,182.5728,263.7817,6.732,78.5278,8.6929,-0.0335,20.8555,108.0426,0
R290,-25,40,5,3,1.3858,0.3935,184.4139,255.5579,6.732,78.8463,9.5855,-0.0928,23.5074,111.8465,0
R290,-25,40,5,5,1.4167,0.4012,184.4139,261.2549,6.732,78.8463,9.5154,-0.0928,22.1568,110.4257,0
R290,-25,40,5,7,1.4473,0.4088,184.4139,266.8935,6.732,78.8463,9.4105,-0.0928,20.8555,109.0195,0
R290,-25,40,7,3,1.3889,0.3943,186.2432,258.68,6.732,79.156,10.3275,-0.1814,23.5074,112.8095,0
R290,-25,40,7,5,1.4195,0.4019,186.2432,264.3771,6.732,79.156,10.2573,-0.1814,22.1568,111.3887,0
R290,-25,40,7,7,1.4498,0.4095,186.2432,270.0156,6.732,79.156,10.1525,-0.1814,20.8555,109.9825,0
R290,-25,40,10,3,1.3938,0.3955,188.9663,263.3836,6.732,79.6048,11.4855,-0.3685,23.5074,114.2292,0
R290,-25,40,10,5,1.424,0.403,188.9663,269.0807,6.732,79.6048,11.4153,-0.3685,22.1568,112.8084,0
R290,-25,40,10,7,1.4538,0.4105,188.9663,274.7192,6.732,79.6048,11.3104,-0.3685,20.8555,111.4022,0
R290,-25,45,3,3,1.2282,0.3875,193.8121,238.0376,7.542,81.9501,9.3711,-0.0335,27.4145,118.7022,0
R290,-25,45,3,5,1.2583,0.3955,193.8121,243.8778,7.542,81.9501,9.3014,-0.0335,25.9402,117.1583,0
R290,-25,45,3,7,1.2881,0.4034,193.8121,249.6513,7.542,81.9501,9.1974,-0.0335,24.518,115.632,0
R290,-25,45,5,3,1.2317,0.3885,195.783,241.1493,7.542,82.2991,10.1057,-0.0928,27.4145,119.7265,0
R290,-25,45,5,5,1.2615,0.3964,195.783,246.9896,7.542,82.2991,10.0361,-0.0928,25.9402,118.1826,0
R290,-25,45,5,7,1.291,0.4042,195.783,252.763,7.542,82.2991,9.9321,-0.0928,24.518,116.6564,0
R290,-25,45,7,3,1.2353,0.3894,197.7408,244.2715,7.542,82.6384,10.8643,-0.1814,27.4145,120.7358,0
R290,-25,45,7,5,1.2648,0.3972,197.7408,250.1118,7.542,82.6384,10.7947,-0.1814,25.9402,119.1919,0
R290,-25,45,7,7,1.294,0.4049,197.7408,255.8852,7.542,82.6384,10.6907,-0.1814,24.518,117.6657,0
R290,-25,45,10,3,1.2408,0.3909,200.6543,248.9751,7.542,83.1301,12.0467,-0.3685,27.4145,122.2228,0
R290,-25,45,10,5,1.2699,0.3986,200.6543,254.8153,7.542,83.1301,11.977,-0.3685,25.9402,120.6789,0
R290,-25,45,10,7,1.2987,0.4062,200.6543,260.5888,7.542,83.1301,11.873,-0.3685,24.518,119.1527,0
R290,-25,50,3,3,1.0909,0.3816,204.6795,223.2936,8.422,85.1306,9.8254,-0.0335,31.6559,126.5784,0
R290,-25,50,3,5,1.1203,0.3898,204.6795,229.296,8.422,85.1306,9.756,-0.0335,30.0515,124.9046,0
R290,-25,50,3,7,1.1492,0.3978,204.6795,235.2209,8.422,85.1306,9.6526,-0.0335,28.5027,123.2524,0
R290,-25,50,5,3,1.0949,0.3827,206.7799,226.4053,8.422,85.5111,10.5744,-0.0928,31.6559,127.6485,0
R290,-25,50,5,5,1.1239,0.3908,206.7799,232.4078,8.422,85.5111,10.505,-0.0928,30.0515,125.9747,0
R290,-25,50,5,7,1.1526,0.3988,206.7799,238.3327,8.422,85.5111,10.4016,-0.0928,28.5027,124.3225,0
R290,-25,50,7,3,1.0989,0.3838,208.8658,229.5275,8.422,85.8809,11.3471,-0.1814,31.6559,128.7024,0
R290,-25,50,7,5,1.1277,0.3918,208.8658,235.53,8.422,85.8809,11.2777,-0.1814,30.0515,127.0286,0
R290,-25,50,7,7,1.156,0.3997,208.8658,241.4548,8.422,85.8809,11.1743,-0.1814,28.5027,125.3765,0
R290,-25,50,10,3,1.105,0.3855,211.9691,234.2311,8.422,86.4168,12.5499,-0.3685,31.6559,130.2541,0
R290,-25,50,10,5,1.1333,0.3934,211.9691,240.2336,8.422,86.4168,12.4806,-0.3685,30.0515,128.5803,0
R290,-25,50,10,7,1.1613,0.4012,211.9691,246.1584,8.422,86.4168,12.3772,-0.3685,28.5027,126.9281,0
R290,-25,55,3,3,0.9675,0.3748,215.1824,208.1783,9.375,88.0838,10.2346,-0.0335,36.2471,134.532,0
R290,-25,55,3,5,0.9962,0.3832,215.1824,214.3673,9.375,88.0838,10.1653,-0.0335,34.5037,132.7192,0
R290,-25,55,3,7,1.0245,0.3915,215.1824,220.4644,9.375,88.0838,10.0621,-0.0335,32.8209,130.9333,0
R290,-25,55,5,3,0.9718,0.3761,217.4123,211.29,9.375,88.4966,10.9956,-0.0928,36.2471,135.6466,0
R290,-25,55,5,5,1.0003,0.3844,217.4123,217.479,9.375,88.4966,10.9263,-0.0928,34.5037,133.8337,0
R290,-25,55,5,7,1.0284,0.3926,217.4123,223.5761,9.375,88.4966,10.8231,-0.0928,32.8209,132.0478,0
R290,-25,55,7,3,0.9763,0.3774,219.6263,214.4122,9.375,88.8979,11.78,-0.1814,36.2471,136.7436,0
R290,-25,55,7,5,1.0044,0.3856,219.6263,220.6012,9.375,88.8979,11.7107,-0.1814,34.5037,134.9308,0
R290,-25,55,7,7,1.0322,0.3938,219.6263,226.6983,9.375,88.8979,11.6075,-0.1814,32.8209,133.1449,0
R290,-25,55,10,3,0.9829,0.3793,222.9192,219.1158,9.375,89.4792,13.0,-0.3685,36.2471,138.3578,0
R290,-25,55,10,5,1.0107,0.3875,222.9192,225.3048,9.375,89.4792,12.9306,-0.3685,34.5037,136.545,0
R290,-25,55,10,7,1.0381,0.3955,222.9192,231.4019,9.375,89.4792,12.8275,-0.3685,32.8209,134.7591,0
R290,-20,30,3,3,2.0256,0.41,141.3515,286.3218,4.413,63.7008,6.1398,-0.0329,13.5933,83.4011,0
R290,-20,30,3,5,2.0642,0.4175,141.3515,291.7749,4.413,63.7008,6.0681,-0.0329,12.6057,82.3418,0
R290,-20,30,3,7,2.1024,0.4249,141.3515,297.1815,4.413,63.7008,5.9607,-0.0329,11.6629,81.2915,0
R290,-20,30,5,3,2.0277,0.4104,142.7759,289.5007,4.413,63.9428,6.7395,-0.0911,13.5933,84.1844,0
R290,-20,30,5,5,2.0659,0.4178,142.7759,294.9538,4.413,63.9428,6.6678,-0.0911,12.6057,83.1251,0
R290,-20,30,5,7,2.1037,0.4251,142.7759,300.3604,4.413,63.9428,6.5604,-0.0911,11.6629,82.0749,0
R290,-20,30,7,3,2.0299,0.4108,144.1912,292.6893,4.413,64.1777,7.364,-0.1781,13.5933,84.957,0
R290,-20,30,7,5,2.0677,0.4181,144.1912,298.1425,4.413,64.1777,7.2923,-0.1781,12.6057,83.8977,0
R290,-20,30,7,7,2.1052,0.4254,144.1912,303.549,4.413,64.1777,7.1849,-0.1781,11.6629,82.8474,0
R290,-20,30,10,3,2.0335,0.4115,146.2981,297.4914,4.413,64.5177,8.347,-0.3618,13.5933,86.0963,0
R290,-20,30,10,5,2.0707,0.4187,146.2981,302.9445,4.413,64.5177,8.2753,-0.3618,12.6057,85.037,0
R290,-20,30,10,7,2.1077,0.4259,146.2981,308.3511,4.413,64.5177,8.1679,-0.3618,11.6629,83.9868,0
R290,-20,35,3,3,1.7781,0.4062,153.2583,272.5009,4.981,67.7781,6.7191,-0.0329,16.5375,91.0018,0
R290,-20,35,3,5,1.8144,0.4139,153.2583,278.0699,4.981,67.7781,6.6483,-0.0329,15.4377,89.8312,0
R290,-20,35,3,7,1.8504,0.4214,153.2583,283.5869,4.981,67.7781,6.5423,-0.0329,14.384,88.6714,0
R290,-20,35,5,3,1.7807,0.4068,154.8144,275.6798,4.981,68.0492,7.3436,-0.0911,16.5375,91.8392,0
R290,-20,35,5,5,1.8167,0.4143,154.8144,281.2487,4.981,68.0492,7.2727,-0.0911,15.4377,90.6686,0
R290,-20,35,5,7,1.8523,0.4218,154.8144,286.7658,4.981,68.0492,7.1667,-0.0911,14.384,89.5088,0
R290,-20,35,7,3,1.7835,0.4074,156.3602,278.8684,4.981,68.3126,7.9926,-0.1781,16.5375,92.6646,0
R290,-20,35,7,5,1.8191,0.4149,156.3602,284.4374,4.981,68.3126,7.9217,-0.1781,15.4377,91.4939,0
R290,-20,35,7,7,1.8544,0.4223,156.3602,289.9544,4.981,68.3126,7.8157,-0.1781,14.384,90.3342,0
R290,-20,35,10,3,1.7879,0.4083,158.6608,283.6705,4.981,68.6937,9.0116,-0.3618,16.5375,93.8811,0
R290,-20,35,10,5,1.823,0.4157,158.6608,289.2394,4.981,68.6937,8.9407,-0.3618,15.4377,92.7104,0
R290,-20,35,10,7,1.8578,0.423,158.6608,294.7565,4.981,68.6937,8.8347,-0.3618,14.384,91.5507,0
R290,-20,40,3,3,1.5681,0.4018,164.7804,258.3984,5.6,71.5686,7.2537,-0.0329,19.7877,98.577,0
R290,-20,40,3,5,1.6027,0.4096,164.7804,264.0955,5.6,71.5686,7.1835,-0.0329,18.5722,97.2914,0
R290,-20,40,3,7,1.6369,0.4173,164.7804,269.734,5.6,71.5686,7.0787,-0.0329,17.4047,96.019,0
R290,-20,40,5,3,1.5713,0.4025,166.4675,261.5773,5.6,71.8698,7.8996,-0.0911,19.7877,99.4659,0
R290,-20,40,5,5,1.6056,0.4102,166.4675,267.2744,5.6,71.8698,7.8294,-0.0911,18.5722,98.1803,0
R290,-20,40,5,7,1.6394,0.4179,166.4675,272.9129,5.6,71.8698,7.7245,-0.0911,17.4047,96.9079,0
R290,-20,40,7,3,1.5746,0.4032,168.143,264.7659,5.6,72.1624,8.5697,-0.1781,19.7877,100.3417,0
R290,-20,40,7,5,1.6085,0.4109,168.143,270.463,5.6,72.1624,8.4995,-0.1781,18.5722,99.0561,0
R290,-20,40,7,7,1.6421,0.4184,168.143,276.1015,5.6,72.1624,8.3947,-0.1781,17.4047,97.7837,0
R290,-20,40,10,3,1.5798,0.4044,170.636,269.568,5.6,72.5859,9.6198,-0.3618,19.7877,101.6316,0
R290,-20,40,10,5,1.6132,0.4119,170.636,275.2651,5.6,72.5859,9.5496,-0.3618,18.5722,100.346,0
R290,-20,40,10,7,1.6462,0.4194,170.636,280.9036,5.6,72.5859,9.4448,-0.3618,17.4047,99.0736,0
R290,-20,45,3,3,1.3869,0.3966,175.9241,243.9899,6.275,75.0916,7.7438,-0.0329,23.3528,106.1552,0
R290,-20,45,3,5,1.4201,0.4046,175.9241,249.8302,6.275,75.0916,7.6741,-0.0329,22.0171,104.7499,0
R290,-20,45,3,7,1.4529,0.4125,175.9241,255.6036,6.275,75.0916,7.5701,-0.0329,20.7319,103.3606,0
R290,-20,45,5,3,1.3906,0.3975,177.7417,247.1688,6.275,75.4238,8.4081,-0.0911,23.3528,107.0936,0
R290,-20,45,5,5,1.4235,0.4054,177.7417,253.009,6.275,75.4238,8.3384,-0.0911,22.0171,105.6882,0
R290,-20,45,5,7,1.4559,0.4132,177.7417,258.7825,6.275,75.4238,8.2345,-0.0911,20.7319,104.299,0
R290,-20,45,7,3,1.3944,0.3984,179.5464,250.3574,6.275,75.7465,9.0964,-0.1781,23.3528,108.0176,0
R290,-20,45,7,5,1.4269,0.4062,179.5464,256.1977,6.275,75.7465,9.0267,-0.1781,22.0171,106.6123,0
R290,-20,45,7,7,1.4591,0.414,179.5464,261.9711,6.275,75.7465,8.9227,-0.1781,20.7319,105.223,0
R290,-20,45,10,3,1.4002,0.3998,182.2307,255.1595,6.275,76.2136,10.1731,-0.3618,23.3528,109.3777,0
R290,-20,45,10,5,1.4322,0.4075,182.2307,260.9997,6.275,76.2136,10.1034,-0.3618,22.0171,107.9724,0
R290,-20,45,10,7,1.4639,0.4151,182.2307,266.7732,6.275,76.2136,9.9995,-0.3618,20.7319,106.5831,0
R290,-20,50,3,3,1.2279,0.3906,186.696,229.2459,7.007,78.3641,8.1911,-0.0329,27.2443,113.7665,0
R290,-20,50,3,5,1.2601,0.3988,186.696,235.2484,7.007,78.3641,8.1217,-0.0329,25.7823,112.2351,0
R290,-20,50,3,7,1.2918,0.4069,186.696,241.1732,7.007,78.3641,8.0183,-0.0329,24.3741,110.7235,0
R290,-20,50,5,3,1.2321,0.3917,188.6438,232.4248,7.007,78.7283,8.8712,-0.0911,27.2443,114.7526,0
R290,-20,50,5,5,1.2639,0.3998,188.6438,238.4273,7.007,78.7283,8.8018,-0.0911,25.7823,113.2213,0
R290,-20,50,5,7,1.2953,0.4078,188.6438,244.3521,7.007,78.7283,8.6984,-0.0911,24.3741,111.7097,0
R290,-20,50,7,3,1.2363,0.3928,190.5775,235.6134,7.007,79.082,9.5749,-0.1781,27.2443,115.7232,0
R290,-20,50,7,5,1.2678,0.4008,190.5775,241.6159,7.007,79.082,9.5056,-0.1781,25.7823,114.1918,0
R290,-20,50,7,7,1.2989,0.4087,190.5775,247.5407,7.007,79.082,9.4022,-0.1781,24.3741,112.6802,0
R290,-20,50,10,3,1.2428,0.3944,193.4527,240.4155,7.007,79.594,10.6744,-0.3618,27.2443,117.1508,0
R290,-20,50,10,5,1.2738,0.4023,193.4527,246.418,7.007,79.594,10.605,-0.3618,25.7823,115.6195,0
R290,-20,50,10,7,1.3044,0.4102,193.4527,252.3428,7.007,79.594,10.5016,-0.3618,24.3741,114.1079,0
R290,-20,55,3,3,1.0864,0.3839,197.1033,214.1306,7.8,81.4013,8.5984,-0.0329,31.4768,121.4437,0
R290,-20,55,3,5,1.1178,0.3923,197.1033,220.3196,7.8,81.4013,8.5291,-0.0329,29.8802,119.7777,0
R290,-20,55,3,7,1.1487,0.4006,197.1033,226.4167,7.8,81.4013,8.4259,-0.0329,28.3422,118.1365,0
R290,-20,55,5,3,1.091,0.3851,199.1815,217.3095,7.8,81.7986,9.292,-0.0911,31.4768,122.4763,0
R290,-20,55,5,5,1.1221,0.3935,199.1815,223.4985,7.8,81.7986,9.2226,-0.0911,29.8802,120.8103,0
R290,-20,55,5,7,1.1527,0.4017,199.1815,229.5956,7.8,81.7986,9.1195,-0.0911,28.3422,119.1691,0
R290,-20,55,7,3,1.0957,0.3864,201.2441,220.4981,7.8,82.1843,10.0089,-0.1781,31.4768,123.4919,0
R290,-20,55,7,5,1.1264,0.3946,201.2441,226.6871,7.8,82.1843,9.9395,-0.1781,29.8802,121.8259,0
R290,-20,55,7,7,1.1567,0.4028,201.2441,232.7842,7.8,82.1843,9.8363,-0.1781,28.3422,120.1847,0
R290,-20,55,10,3,1.1027,0.3883,204.31,225.3002,7.8,82.7425,11.1274,-0.3618,31.4768,124.9849,0
R290,-20,55,10,5,1.133,0.3964,204.31,231.4892,7.8,82.7425,11.058,-0.3618,29.8802,123.319,0
R290,-20,55,10,7,1.1629,0.4044,204.31,237.5863,7.8,82.7425,10.9549,-0.3618,28.3422,121.6778,0
R290,-15,30,3,3,2.347,0.4189,124.5083,292.223,3.7,56.6622,4.8162,-0.0324,10.9093,72.3554,0
R290,-15,30,3,5,2.3908,0.4264,124.5083,297.6762,3.7,56.6622,4.7445,-0.0324,10.0461,71.4205,0
R290,-15,30,3,7,2.4342,0.4338,124.5083,303.0827,3.7,56.6622,4.6371,-0.0324,9.2266,70.4936,0
R290,-15,30,5,3,2.3491,0.4192,125.782,295.4725,3.7,56.8856,5.3458,-0.0896,10.9093,73.051,0
R290,-15,30,5,5,2.3924,0.4267,125.782,300.9256,3.7,56.8856,5.2741,-0.0896,10.0461,72.1161,0
R290,-15,30,5,7,2.4354,0.434,125.782,306.3321,3.7,56.8856,5.1667,-0.0896,9.2266,71.1892,0
R290,-15,30,7,3,2.3513,0.4196,127.0471,298.7309,3.7,57.1022,5.9002,-0.1751,10.9093,73.7366,0
R290,-15,30,7,5,2.3943,0.427,127.0471,304.184,3.7,57.1022,5.8285,-0.1751,10.0461,72.8017,0
R290,-15,30,7,7,2.4368,0.4343,127.0471,309.5906,3.7,57.1022,5.7211,-0.1751,9.2266,71.8748,0
R290,-15,30,10,3,2.3551,0.4202,128.9293,303.6362,3.7,57.4152,6.7779,-0.3557,10.9093,74.7468,0
R290,-15,30,10,5,2.3974,0.4275,128.9293,309.0894,3.7,57.4152,6.7062,-0.3557,10.0461,73.8119,0
R290,-15,30,10,7,2.4393,0.4347,128.9293,314.4959,3.7,57.4152,6.5989,-0.3557,9.2266,72.885,0
R290,-15,35,3,3,2.0421,0.4151,136.329,278.4021,4.176,60.864,5.3623,-0.0324,13.5382,79.7322,0
R290,-15,35,3,5,2.083,0.4228,136.329,283.9711,4.176,60.864,5.2915,-0.0324,12.5655,78.6886,0
R290,-15,35,3,7,2.1235,0.4304,136.329,289.4881,4.176,60.864,5.1855,-0.0324,11.6376,77.6547,0
R290,-15,35,5,3,2.0449,0.4157,137.7352,281.6516,4.176,61.1169,5.9183,-0.0896,13.5382,80.4838,0
R290,-15,35,5,5,2.0853,0.4232,137.7352,287.2205,4.176,61.1169,5.8474,-0.0896,12.5655,79.4402,0
R290,-15,35,5,7,2.1254,0.4307,137.7352,292.7376,4.176,61.1169,5.7415,-0.0896,11.6376,78.4063,0
R290,-15,35,7,3,2.0478,0.4162,139.1315,284.91,4.176,61.3623,6.4988,-0.1751,13.5382,81.2242,0
R290,-15,35,7,5,2.0878,0.4237,139.1315,290.4789,4.176,61.3623,6.4279,-0.1751,12.5655,80.1806,0
R290,-15,35,7,7,2.1275,0.4311,139.1315,295.996,4.176,61.3623,6.3219,-0.1751,11.6376,79.1467,0
R290,-15,35,10,3,2.0524,0.4171,141.2084,289.8153,4.176,61.7169,7.4149,-0.3557,13.5382,82.3145,0
R290,-15,35,10,5,2.0918,0.4245,141.2084,295.3843,4.176,61.7169,7.3441,-0.3557,12.5655,81.2708,0
R290,-15,35,10,7,2.1309,0.4318,141.2084,300.9013,4.176,61.7169,7.2381,-0.3557,11.6376,80.2369,0
R290,-15,40,3,3,1.7886,0.4107,147.7655,264.2996,4.696,64.768,5.8722,-0.0324,16.4667,87.0745,0
R290,-15,40,3,5,1.8272,0.4185,147.7655,269.9967,4.696,64.768,5.8021,-0.0324,15.3812,85.9189,0
R290,-15,40,3,7,1.8654,0.4263,147.7655,275.6353,4.696,64.768,5.6972,-0.0324,14.3423,84.7751,0
R290,-15,40,5,3,1.792,0.4114,149.3035,267.5491,4.696,65.0515,6.4512,-0.0896,16.4667,87.8797,0
R290,-15,40,5,5,1.8301,0.4191,149.3035,273.2461,4.696,65.0515,6.381,-0.0896,15.3812,86.724,0
R290,-15,40,5,7,1.8679,0.4268,149.3035,278.8847,4.696,65.0515,6.2761,-0.0896,14.3423,85.5803,0
R290,-15,40,7,3,1.7954,0.4121,150.8302,270.8075,4.696,65.3265,7.0543,-0.1751,16.4667,88.6724,0
R290,-15,40,7,5,1.8332,0.4198,150.8302,276.5046,4.696,65.3265,6.9841,-0.1751,15.3812,87.5167,0
R290,-15,40,7,7,1.8706,0.4273,150.8302,282.1431,4.696,65.3265,6.8793,-0.1751,14.3423,86.3729,0
R290,-15,40,10,3,1.8009,0.4132,153.1005,275.7128,4.696,65.724,8.0038,-0.3557,16.4667,89.8389,0
R290,-15,40,10,5,1.8381,0.4208,153.1005,281.4099,4.696,65.724,7.9337,-0.3557,15.3812,88.6832,0
R290,-15,40,10,7,1.8749,0.4282,153.1005,287.0484,4.696,65.724,7.8288,-0.3557,14.3423,87.5395,0
R290,-15,45,3,3,1.5734,0.4056,158.8238,249.8911,5.261,68.3946,6.3449,-0.0324,19.7031,94.4103,0
R290,-15,45,3,5,1.6102,0.4136,158.8238,255.7314,5.261,68.3946,6.2753,-0.0324,18.5007,93.1382,0
R290,-15,45,3,7,1.6465,0.4215,158.8238,261.5048,5.261,68.3946,6.1713,-0.0324,17.3471,91.8807,0
R290,-15,45,5,3,1.5773,0.4064,160.4931,253.1406,5.261,68.7097,6.9438,-0.0896,19.7031,95.2669,0
R290,-15,45,5,5,1.6137,0.4143,160.4931,258.9808,5.261,68.7097,6.8741,-0.0896,18.5007,93.9948,0
R290,-15,45,5,7,1.6496,0.4222,160.4931,264.7543,5.261,68.7097,6.7701,-0.0896,17.3471,92.7373,0
R290,-15,45,7,3,1.5812,0.4073,162.1499,256.399,5.261,69.0152,7.5665,-0.1751,19.7031,96.1098,0
R290,-15,45,7,5,1.6173,0.4151,162.1499,262.2392,5.261,69.0152,7.4969,-0.1751,18.5007,94.8377,0
R290,-15,45,7,7,1.6529,0.4229,162.1499,268.0127,5.261,69.0152,7.3929,-0.1751,17.3471,93.5802,0
R290,-15,45,10,3,1.5874,0.4086,164.6127,261.3043,5.261,69.457,8.5449,-0.3557,19.7031,97.3493,0
R290,-15,45,10,5,1.6229,0.4163,164.6127,267.1446,5.261,69.457,8.4752,-0.3557,18.5007,96.0772,0
R290,-15,45,10,7,1.6579,0.424,164.6127,272.918,5.261,69.457,8.3712,-0.3557,17.3471,94.8197,0
R290,-15,50,3,3,1.3872,0.3996,169.5104,235.1471,5.875,71.762,6.781,-0.0324,23.2583,101.769,0
R290,-15,50,3,5,1.4226,0.4079,169.5104,241.1496,5.875,71.762,6.7116,-0.0324,21.9332,100.3745,0
R290,-15,50,3,7,1.4576,0.416,169.5104,247.0744,5.875,71.762,6.6082,-0.0324,20.6602,98.9981,0
R290,-15,50,5,3,1.3916,0.4006,171.3109,238.3966,5.875,72.1096,7.3971,-0.0896,23.2583,102.6753,0
R290,-15,50,5,5,1.4266,0.4088,171.3109,244.399,5.875,72.1096,7.3277,-0.0896,21.9332,101.2809,0
R290,-15,50,5,7,1.4612,0.4168,171.3109,250.3239,5.875,72.1096,7.2243,-0.0896,20.6602,99.9045,0
R290,-15,50,7,3,1.3961,0.4017,173.0974,241.655,5.875,72.4467,8.0368,-0.1751,23.2583,103.5666,0
R290,-15,50,7,5,1.4307,0.4097,173.0974,247.6574,5.875,72.4467,7.9674,-0.1751,21.9332,102.1722,0
R290,-15,50,7,7,1.465,0.4177,173.0974,253.5823,5.875,72.4467,7.864,-0.1751,20.6602,100.7957,0
R290,-15,50,10,3,1.4029,0.4033,175.7522,246.5603,5.875,72.934,9.0399,-0.3557,23.2583,104.8765,0
R290,-15,50,10,5,1.437,0.4112,175.7522,252.5628,5.875,72.934,8.9705,-0.3557,21.9332,103.482,0
R290,-15,50,10,7,1.4708,0.419,175.7522,258.4876,5.875,72.934,8.8671,-0.3557,20.6602,102.1056,0
R290,-15,55,3,3,1.2235,0.3929,179.8323,220.0318,6.54,74.8863,7.1825,-0.0324,27.146,109.1824,0
R290,-15,55,3,5,1.258,0.4013,179.8323,226.2208,6.54,74.8863,7.1131,-0.0324,25.6906,107.6577,0
R290,-15,55,3,7,1.2919,0.4097,179.8323,232.3179,6.54,74.8863,7.01,-0.0324,24.2916,106.1555,0
R290,-15,55,5,3,1.2284,0.3941,181.7642,223.2813,6.54,75.2674,7.8134,-0.0896,27.146,110.1371,0
R290,-15,55,5,5,1.2625,0.4025,181.7642,229.4703,6.54,75.2674,7.744,-0.0896,25.6906,108.6124,0
R290,-15,55,5,7,1.296,0.4107,181.7642,235.5674,6.54,75.2674,7.6409,-0.0896,24.2916,107.1102,0
R290,-15,55,7,3,1.2333,0.3953,183.6805,226.5397,6.54,75.637,8.4675,-0.1751,27.146,111.0754,0
R290,-15,55,7,5,1.267,0.4036,183.6805,232.7287,6.54,75.637,8.3981,-0.1751,25.6906,109.5507,0
R290,-15,55,7,7,1.3002,0.4118,183.6805,238.8258,6.54,75.637,8.295,-0.1751,24.2916,108.0485,0
R290,-15,55,10,3,1.2408,0.3971,186.5273,231.445,6.54,76.1713,9.4918,-0.3557,27.146,112.4535,0
R290,-15,55,10,5,1.274,0.4053,186.5273,237.634,6.54,76.1713,9.4224,-0.3557,25.6906,110.9287,0
R290,-15,55,10,7,1.3067,0.4133,186.5273,243.7311,6.54,76.1713,9.3193,-0.3557,24.2916,109.4266,0
R290,-10,30,3,3,2.7505,0.4277,108.3679,298.064,3.125,49.774,3.7049,-0.0319,8.5737,62.0207,0
R290,-10,30,3,5,2.8008,0.4352,108.3679,303.5172,3.125,49.774,3.6332,-0.0319,7.8302,61.2054,0
R290,-10,30,3,7,2.8507,0.4427,108.3679,308.9237,3.125,49.774,3.5258,-0.0319,7.1293,60.3972,0
R290,-10,30,5,3,2.7525,0.428,109.4949,301.3879,3.125,49.978,4.1688,-0.0883,8.5737,62.6322,0
R290,-10,30,5,5,2.8023,0.4354,109.4949,306.8411,3.125,49.978,4.0971,-0.0883,7.8302,61.817,0
R290,-10,30,5,7,2.8517,0.4428,109.4949,312.2476,3.125,49.978,3.9898,-0.0883,7.1293,61.0088,0
R290,-10,30,7,3,2.7548,0.4283,110.6138,304.7198,3.125,50.1756,4.6576,-0.1724,8.5737,63.2345,0
R290,-10,30,7,5,2.8041,0.4357,110.6138,310.1729,3.125,50.1756,4.5859,-0.1724,7.8302,62.4193,0
R290,-10,30,7,7,2.853,0.443,110.6138,315.5794,3.125,50.1756,4.4785,-0.1724,7.1293,61.611,0
R290,-10,30,10,3,2.7586,0.4289,112.2774,309.7336,3.125,50.4608,5.4368,-0.3501,8.5737,64.1212,0
R290,-10,30,10,5,2.8072,0.4362,112.2774,315.1867,3.125,50.4608,5.3651,-0.3501,7.8302,63.3059,0
R290,-10,30,10,7,2.8554,0.4434,112.2774,320.5933,3.125,50.4608,5.2577,-0.3501,7.1293,62.4977,0
R290,-10,35,3,3,2.3665,0.424,120.1119,284.2431,3.527,54.1032,4.2138,-0.0319,10.8993,69.1844,0
R290,-10,35,3,5,2.4129,0.4317,120.1119,289.8121,3.527,54.1032,4.1429,-0.0319,10.0488,68.263,0
R290,-10,35,3,7,2.4588,0.4393,120.1119,295.3291,3.527,54.1032,4.0369,-0.0319,9.2419,67.3502,0
R290,-10,35,5,3,2.3693,0.4245,121.3723,287.567,3.527,54.3373,4.7057,-0.0883,10.8993,69.854,0
R290,-10,35,5,5,2.4152,0.4321,121.3723,293.136,3.527,54.3373,4.6348,-0.0883,10.0488,68.9326,0
R290,-10,35,5,7,2.4606,0.4396,121.3723,298.653,3.527,54.3373,4.5288,-0.0883,9.2419,68.0197,0
R290,-10,35,7,3,2.3723,0.425,122.6232,290.8989,3.527,54.564,5.222,-0.1724,10.8993,70.513,0
